Temperature (°C),pH,TDS (ppm),EC (NTU),Quality,Quality Description
37.690365048929785,6.063525608533806,809.5977521417144,12.810263843529379,Unacceptable,Water is not suitable for consumption.
44.4056034172198,7.57286274732282,580.561791094152,43.351434411770974,Poor,Water is of poor quality and may require significant treatment.
35.23771370070602,8.780143396580911,447.146891803938,42.73815744296482,Unacceptable,Water is not suitable for consumption.
32.658952006273765,7.2479710127319095,368.1252752360469,48.1970269346384,Good,"Water is suitable for consumption, but may require treatment."
41.3604712857664,6.018032511880071,830.8220572400601,98.51472362185075,Unacceptable,Water is not suitable for consumption.
33.91730454953274,7.270548049427353,909.8510675751363,88.38821651781146,Poor,Water is of poor quality and may require significant treatment.
35.354462321270496,6.3189189923863545,756.3335546002078,53.91837503470474,Unacceptable,Water is not suitable for consumption.
27.5057076245105,8.45563846715649,330.70859916060846,19.537405206017,Poor,Water is of poor quality and may require significant treatment.
3.8890530995060626,7.73818982093789,253.51034211517265,82.66782021359636,Poor,Water is of poor quality and may require significant treatment.
8.861897624197645,6.753351854658874,504.64101591021426,99.93396123443047,Moderate,"Water is acceptable, but may have some impurities."
47.57778610835831,6.040805193369292,778.8148143467865,9.344076933716272,Unacceptable,Water is not suitable for consumption.
12.570760308626195,7.927603545302208,357.6899145713994,41.762516247602065,Poor,Water is of poor quality and may require significant treatment.
27.989659966484865,6.1048913491575005,735.6349593721968,2.253283276328588,Unacceptable,Water is not suitable for consumption.
23.829140074968237,6.253385160282454,556.8278932642983,65.64955060948992,Unacceptable,Water is not suitable for consumption.
31.39567983422448,7.456999623991534,106.18326624741414,80.0943018361383,Excellent,Water is of exceptional quality.
38.30364219625832,8.079972338251965,39.687004487745206,59.13858761584729,Poor,Water is of poor quality and may require significant treatment.
13.725913794210104,8.89520196925681,319.18546514887134,68.3212610759871,Unacceptable,Water is not suitable for consumption.
32.13714856572023,7.972745527956641,732.7396230881651,58.839813514797335,Poor,Water is of poor quality and may require significant treatment.
39.41214214167864,6.250686935039187,711.5600101139041,39.55884556321554,Unacceptable,Water is not suitable for consumption.
0.187767440388259,6.9389456227013095,86.68514908318814,79.30657464886987,Excellent,Water is of exceptional quality.
44.59166450842907,6.183430503867843,687.038408347522,51.58940321898295,Unacceptable,Water is not suitable for consumption.
25.592397047062697,8.516898708501916,838.8750032670314,18.642824223462938,Unacceptable,Water is not suitable for consumption.
16.3537127425762,7.396364178317256,220.42475529094864,39.32038541457915,Excellent,Water is of exceptional quality.
25.86074818762566,6.4199755697934044,459.2074578158066,23.176483743596933,Unacceptable,Water is not suitable for consumption.
46.167932937142844,8.181842528150405,156.93919046809657,60.762929501734085,Poor,Water is of poor quality and may require significant treatment.
20.70309259483018,6.08103539730816,509.8640076089532,30.213244339832713,Unacceptable,Water is not suitable for consumption.
26.42583513352265,8.21064353213502,809.2671372952501,11.614481437276037,Poor,Water is of poor quality and may require significant treatment.
23.81629824396432,6.264276663515608,204.1352116806656,70.48292176258494,Unacceptable,Water is not suitable for consumption.
31.623056106945775,8.588715231370152,981.8203460814512,68.34331259508453,Unacceptable,Water is not suitable for consumption.
44.36299461514807,8.920891953898135,7.136097139222919,96.72411538430698,Unacceptable,Water is not suitable for consumption.
15.450515212365568,8.280813283792424,822.9403193223158,1.089895381222239,Poor,Water is of poor quality and may require significant treatment.
41.203759956343525,8.57337011879141,37.12399725952598,59.27941406474112,Unacceptable,Water is not suitable for consumption.
7.097852807978438,7.01801108472993,83.69819636555576,20.621171153336213,Excellent,Water is of exceptional quality.
7.489673648194694,8.71459261410578,718.2122885912435,97.476245077598,Unacceptable,Water is not suitable for consumption.
21.929515752993726,7.500538175879795,329.00670027142644,82.32006007017111,Poor,Water is of poor quality and may require significant treatment.
18.63863339658524,8.538016807950314,806.9219127517115,76.93232691220608,Unacceptable,Water is not suitable for consumption.
47.71266408739411,6.038208861436883,225.42639859243496,41.09971393339914,Unacceptable,Water is not suitable for consumption.
24.7528856706917,7.33204126946685,626.5035949519486,55.50684085722085,Moderate,"Water is acceptable, but may have some impurities."
22.66123020973703,7.283128382846703,877.3560096836276,1.7724224249426546,Poor,Water is of poor quality and may require significant treatment.
12.255347560601859,8.950348677129467,487.5314104467133,48.21485097264379,Unacceptable,Water is not suitable for consumption.
49.55813181910734,7.841910113270453,614.3741937178306,97.36375375712859,Poor,Water is of poor quality and may require significant treatment.
21.883037710428,8.681109837977994,414.43273205660404,1.3356597405319137,Unacceptable,Water is not suitable for consumption.
47.6588011950797,6.52526535052511,723.3371544125436,39.87672279335101,Moderate,"Water is acceptable, but may have some impurities."
2.8036494741577043,6.652947290180144,712.2241913909237,21.421872921314268,Moderate,"Water is acceptable, but may have some impurities."
2.396309317559664,8.33096858563492,725.8604577168104,29.784034193298016,Poor,Water is of poor quality and may require significant treatment.
6.37745854161299,7.686189124300434,712.765323845403,44.69489446459587,Poor,Water is of poor quality and may require significant treatment.
7.340654941652497,6.230352112308697,187.63550082344483,1.0435377408306579,Unacceptable,Water is not suitable for consumption.
44.88513979769183,8.320667766557378,284.922241366142,7.260851292084691,Poor,Water is of poor quality and may require significant treatment.
4.526431329843927,6.7855298746244355,66.52457636034248,77.26410711461766,Excellent,Water is of exceptional quality.
24.217450705544508,6.0469573316372465,486.3548898982394,66.88038617537109,Unacceptable,Water is not suitable for consumption.
3.1866646399993814,8.019380918265936,195.5211343150759,50.848491047439225,Poor,Water is of poor quality and may require significant treatment.
6.031685522104602,6.426786081823489,734.3771308705009,59.82775056920546,Unacceptable,Water is not suitable for consumption.
49.6890216474923,8.453120009763023,262.2854555163251,90.44031821903783,Poor,Water is of poor quality and may require significant treatment.
11.926579933987774,6.3336693775366735,266.3620614561971,32.341903027796384,Unacceptable,Water is not suitable for consumption.
4.819732734531968,7.917346040897964,59.17886876912648,36.258336091081055,Poor,Water is of poor quality and may require significant treatment.
49.453924782327924,8.52912785466067,699.5412933541137,57.87954629255755,Unacceptable,Water is not suitable for consumption.
40.30846303097274,8.937744157717392,162.5012447308495,33.02907611033648,Unacceptable,Water is not suitable for consumption.
3.0595427238066906,7.808550190583045,0.16727930748094977,33.96846540837532,Poor,Water is of poor quality and may require significant treatment.
16.62202466387322,7.594008961753079,361.7955768211106,54.737871660715435,Poor,Water is of poor quality and may require significant treatment.
24.78983995218168,8.778686999703162,879.0889123117144,78.98135911058351,Unacceptable,Water is not suitable for consumption.
45.79132231473107,8.295480838965577,193.38614224897344,54.25428871656381,Poor,Water is of poor quality and may require significant treatment.
47.372283599880596,7.456683387380229,965.6101317945689,20.269683342258794,Poor,Water is of poor quality and may require significant treatment.
21.711563220925527,8.864798668479592,724.7856054994395,35.5901726329863,Unacceptable,Water is not suitable for consumption.
44.20294676209923,6.870340168375837,446.9059822077069,55.56254198482061,Good,"Water is suitable for consumption, but may require treatment."
29.30051483035699,7.915842397952487,524.5845257785809,41.93325046772858,Poor,Water is of poor quality and may require significant treatment.
49.680521603551846,7.308900423087889,181.185562186692,9.43445066420926,Excellent,Water is of exceptional quality.
6.986128635176741,7.774812117393023,942.5185627689938,32.60873888420789,Poor,Water is of poor quality and may require significant treatment.
15.13159369679007,8.811551171469198,301.22336505678584,83.58356976186538,Unacceptable,Water is not suitable for consumption.
37.53082988604221,7.333108770312788,451.5821167717746,18.868251352271937,Good,"Water is suitable for consumption, but may require treatment."
37.67471697535761,8.369252834317066,438.57227578144085,41.43564677523391,Poor,Water is of poor quality and may require significant treatment.
11.051266442439701,7.443601416969382,207.44821186525374,54.480717763725806,Excellent,Water is of exceptional quality.
14.444882183399704,6.033331883964126,782.7201694804924,3.4758986131411818,Unacceptable,Water is not suitable for consumption.
16.20032849615835,6.202749328224804,266.38843950164716,73.38699924757451,Unacceptable,Water is not suitable for consumption.
47.29010167548397,7.712901739267168,238.60096411632946,89.49602866641779,Poor,Water is of poor quality and may require significant treatment.
21.820439929509703,8.833454939014068,574.7959149067456,83.48581799034002,Unacceptable,Water is not suitable for consumption.
4.374970580884319,6.492809756897123,214.42595568815625,5.745772350785961,Unacceptable,Water is not suitable for consumption.
37.33732582828425,7.3044426890718555,915.9358988940472,34.50378201682472,Poor,Water is of poor quality and may require significant treatment.
0.6852058025161978,8.696281544220087,965.2469641732963,6.371262721708115,Unacceptable,Water is not suitable for consumption.
36.38438005498787,7.415173066522398,625.1973003289023,11.395013746859217,Moderate,"Water is acceptable, but may have some impurities."
21.49675714624508,8.26878878062373,423.0456909232342,10.78314102858119,Poor,Water is of poor quality and may require significant treatment.
15.283214436063803,8.878298936243624,426.7778909248617,97.17120368275025,Unacceptable,Water is not suitable for consumption.
11.160547888209743,6.561598415047749,83.31964570373984,50.687967931737745,Excellent,Water is of exceptional quality.
15.671874439496197,8.498531922494493,438.0781298973053,2.3331278511416476,Poor,Water is of poor quality and may require significant treatment.
5.244588961685281,8.999737538815303,56.71324203675565,46.49214496620245,Unacceptable,Water is not suitable for consumption.
2.4556481759006155,6.9067703630126305,185.3340844463066,37.84926806638331,Excellent,Water is of exceptional quality.
26.961240831104316,8.858369050637997,783.5689529229976,74.6116333684677,Unacceptable,Water is not suitable for consumption.
43.10389244567835,6.790260136186618,796.3011350026842,8.494925800149556,Moderate,"Water is acceptable, but may have some impurities."
43.46301397671803,8.264604987595508,677.9808229442214,52.61751480593316,Poor,Water is of poor quality and may require significant treatment.
10.233534433825547,6.641937582804758,821.1693908734319,34.05170075840952,Poor,Water is of poor quality and may require significant treatment.
27.88768951339024,7.385668133978559,279.46615234607583,63.7007252378892,Excellent,Water is of exceptional quality.
46.451665517651364,6.566403760183388,506.19334433350883,6.8367518254061626,Moderate,"Water is acceptable, but may have some impurities."
15.203811275603224,7.086644593957084,908.5216481731127,25.644760151383426,Poor,Water is of poor quality and may require significant treatment.
5.277104551733647,7.379904619375355,934.4776673598805,39.18702123497187,Poor,Water is of poor quality and may require significant treatment.
16.54293653709098,8.780106711994993,859.6856589592282,18.01993013631672,Unacceptable,Water is not suitable for consumption.
28.73199617197547,8.359542009105771,962.566219530262,61.19582108413829,Poor,Water is of poor quality and may require significant treatment.
22.177630790389603,6.437388395477346,624.9738120927425,41.70650817211544,Unacceptable,Water is not suitable for consumption.
2.3826822161334027,7.1009623424363415,633.9357060840322,57.37770447595414,Moderate,"Water is acceptable, but may have some impurities."
7.246709706187415,6.378501600713019,819.1204246786202,24.716172639147192,Unacceptable,Water is not suitable for consumption.
49.0970302645009,6.356446880284112,894.7330125175199,50.491976328847976,Unacceptable,Water is not suitable for consumption.
25.07400456226613,7.814982013308908,59.33868892097749,21.593264045424476,Poor,Water is of poor quality and may require significant treatment.
36.315902432450706,8.342302763465602,2.1560137752710817,43.04688993341904,Poor,Water is of poor quality and may require significant treatment.
28.317514642156244,8.025659856403712,340.859804263557,49.47570299163757,Poor,Water is of poor quality and may require significant treatment.
32.48072905296914,6.555541989013208,949.748105975823,23.45024410724632,Poor,Water is of poor quality and may require significant treatment.
25.8169980176615,8.97905085775963,2.6149111709199424,59.606505243324925,Unacceptable,Water is not suitable for consumption.
21.242276286184094,8.276371256785652,440.42805793958485,16.85337220121762,Poor,Water is of poor quality and may require significant treatment.
17.042214251234554,8.135921002526452,372.14684443789395,90.93714831700198,Poor,Water is of poor quality and may require significant treatment.
28.152766576604886,6.639770104791183,165.04179978602718,62.88751832014788,Excellent,Water is of exceptional quality.
9.07628250378935,8.471531452508536,890.6237174747221,12.468019020989086,Poor,Water is of poor quality and may require significant treatment.
40.12486900997182,8.824874227126605,798.0270575703406,70.78243565600845,Unacceptable,Water is not suitable for consumption.
30.310095739170016,7.417765306470113,97.88636682531082,16.048970380410022,Excellent,Water is of exceptional quality.
25.896992403636144,6.877643746665672,917.4069179203715,53.02890102069237,Poor,Water is of poor quality and may require significant treatment.
7.147922903153026,8.16007013702414,299.5154588109037,23.276884582592483,Poor,Water is of poor quality and may require significant treatment.
40.12859317496476,6.202903103736414,208.17698194622625,94.27639750647887,Unacceptable,Water is not suitable for consumption.
46.984977483656984,7.745264143173783,941.4646768620711,4.337462079521648,Poor,Water is of poor quality and may require significant treatment.
16.997374831075966,7.801801557985058,140.87191354720397,43.90517957826432,Poor,Water is of poor quality and may require significant treatment.
29.006929415831095,6.256271419205793,250.66966829003835,67.04815696271996,Unacceptable,Water is not suitable for consumption.
9.599365930024206,6.845744784741567,420.67924532902987,42.54588136824265,Good,"Water is suitable for consumption, but may require treatment."
34.45645989819675,7.836005937289798,535.1942666180006,80.70759005781571,Poor,Water is of poor quality and may require significant treatment.
28.971396571481634,6.3939603641676666,996.2510654969288,26.172706593046346,Unacceptable,Water is not suitable for consumption.
38.28568079730734,7.618861239488748,298.20614614730744,8.86669407170354,Poor,Water is of poor quality and may require significant treatment.
13.787606651662271,8.446300185494671,341.0590489298143,78.15273267856429,Poor,Water is of poor quality and may require significant treatment.
33.277238188037636,8.348704066352564,189.37547479345207,57.06380810093701,Poor,Water is of poor quality and may require significant treatment.
9.089399722558195,8.990667067703852,233.14106469465347,23.52307191556715,Unacceptable,Water is not suitable for consumption.
14.295757493603695,6.918422244214327,112.32621079507732,52.79634726821373,Excellent,Water is of exceptional quality.
16.791551143116447,7.535957316870597,981.6059503911981,0.13174245815175123,Poor,Water is of poor quality and may require significant treatment.
39.172350569823735,6.1999894107357685,466.4615781929865,92.71901231664211,Unacceptable,Water is not suitable for consumption.
16.04680628664974,6.318066678093702,949.0091651991485,74.57148242286831,Unacceptable,Water is not suitable for consumption.
28.114101090290223,6.917171769232393,294.0524555204358,66.42032493304146,Excellent,Water is of exceptional quality.
38.716849113581894,8.332890165726624,132.06545995016927,91.3651379061582,Poor,Water is of poor quality and may require significant treatment.
10.748022040170586,7.687066654332903,397.8607638461272,38.694559008797704,Poor,Water is of poor quality and may require significant treatment.
46.841787114160034,6.916602801325789,942.7143695954029,14.697226003261887,Poor,Water is of poor quality and may require significant treatment.
17.39442305839739,8.301739317197448,27.2724423072368,3.861856913087247,Poor,Water is of poor quality and may require significant treatment.
40.97370016302133,7.818403381296029,536.0616680344259,92.81602357748642,Poor,Water is of poor quality and may require significant treatment.
